,Unit ID,DateTime,Longitude,Latitude,Speed (km/h),Direction,Temperature (deg C),Altitude (m),PDOP
138,AG062,2009-04-19 12:01:14,15.91850179,-19.17764689,0,0,0,1142,3
139,AG062,2009-04-20 00:00:44,15.91851908,-19.17764079,0,0,0,1143,3
140,AG062,2009-04-20 12:00:50,15.91853333,-19.17762044,0,0,0,1120,5
141,AG062,2009-04-20 13:00:50,15.91836344,-19.17773438,0,0,0,1101,4
142,AG062,2009-04-20 13:01:00,15.91841736,-19.17771606,0,0,0,1110,3
143,AG062,2009-04-20 13:01:10,15.91845093,-19.17770386,0,0,0,1115,3
144,AG062,2009-04-20 13:20:51,15.91836446,-19.17773438,0,0,0,1100,3
145,AG062,2009-04-20 13:21:01,15.91860352,-19.17757975,0,0,0,1127,5
146,AG062,2009-04-20 13:21:11,15.91854655,-19.17759806,0,0,0,1118,5
147,AG062,2009-04-20 13:43:01,15.91860657,-19.17758993,0,0,0,1127,5
150,AG062,2009-04-20 14:42:09,15.90591227,-19.1557373,31.5,134,0,1129,7
151,AG062,2009-04-20 14:42:19,15.90551656,-19.15555216,35.7,97,0,1129,2
152,AG062,2009-04-20 14:42:29,15.90498047,-19.15531006,38.9,129,0,1129,2
153,AG062,2009-04-20 15:01:14,15.90624695,-19.15594482,0,0,0,1116,2
154,AG062,2009-04-20 15:01:24,15.89487203,-19.14725749,0,0,0,1121,2
155,AG062,2009-04-20 15:01:34,15.8948761,-19.14723307,0,0,0,1124,1
156,AG062,2009-04-20 15:20:38,15.8948822,-19.14725545,0,0,0,1122,1
157,AG062,2009-04-20 15:20:48,15.89846598,-19.12656657,68,334,0,1117,1
158,AG062,2009-04-20 15:20:58,15.89809672,-19.12580566,62.7,334,0,1122,1
159,AG062,2009-04-20 15:40:45,15.89892985,-19.12785441,0,0,0,1109,1
160,AG062,2009-04-20 15:40:55,15.86645203,-19.0246582,0,0,0,1115,2
161,AG062,2009-04-20 15:41:05,15.86645813,-19.02467244,0,0,0,1114,1
162,AG062,2009-04-20 16:00:38,15.86644592,-19.02467041,0,0,0,1112,1
163,AG062,2009-04-20 16:00:48,15.8653127,-19.02402344,0,0,0,1131,2
164,AG062,2009-04-20 16:00:58,15.86531067,-19.02403158,0,0,0,1127,1
165,AG062,2009-04-20 16:21:08,15.86529541,-19.02407837,0,0,0,1111,1
166,AG062,2009-04-20 16:21:18,15.81984863,-19.06927897,44.8,180,0,1140,3
167,AG062,2009-04-20 16:21:28,15.81964518,-19.07084757,31.6,195,0,1143,1
168,AG062,2009-04-20 16:40:44,15.8055542,-19.08000692,0,0,0,1148,2
169,AG062,2009-04-20 16:40:54,15.80553792,-19.07998657,0,0,0,1150,2
170,AG062,2009-04-20 16:41:04,15.80551453,-19.07998454,0,0,0,1148,3
171,AG062,2009-04-20 17:00:51,15.90525411,-19.15546468,52.5,316,0,1117,2
172,AG062,2009-04-20 17:01:01,15.90587972,-19.15575765,53,308,0,1118,2
173,AG062,2009-04-20 17:01:11,15.90648905,-19.15604655,52.7,305,0,1117,2
174,AG062,2009-04-20 17:20:38,15.9050059,-19.15533651,0,0,0,1120,2
175,AG062,2009-04-20 17:20:48,15.91889852,-19.17759806,0,0,0,1157,3
176,AG062,2009-04-20 17:20:58,15.91888428,-19.17758993,0,0,0,1153,3
177,AG062,2009-04-20 17:40:45,15.91891479,-19.17760824,0,0,0,1162,3
178,AG062,2009-04-20 17:40:55,15.91893107,-19.17761027,0,0,0,1127,3
179,AG062,2009-04-20 17:41:05,15.91890666,-19.17760417,0,0,0,1126,3
180,AG062,2009-04-20 18:00:45,15.91893412,-19.17761434,0,0,0,1130,3
181,AG062,2009-04-20 18:00:55,15.91891276,-19.17757365,0,0,0,1152,3
182,AG062,2009-04-20 18:01:05,15.91895142,-19.17753906,0,0,0,1168,3
183,AG062,2009-04-20 18:22:08,15.91890869,-19.17759603,0,0,0,1144,3
184,AG062,2009-04-20 18:22:19,15.91876424,-19.17761841,0,0,0,1110,4
185,AG062,2009-04-20 18:22:29,15.91887614,-19.17756755,0,0,0,1131,4
186,AG062,2009-04-20 18:41:21,15.91869812,-19.17765503,0,0,0,1094,4
187,AG062,2009-04-20 18:41:30,15.91875916,-19.17762451,0,0,0,1112,8
188,AG062,2009-04-20 18:41:40,15.91886902,-19.17753703,0,0,0,1137,2
189,AG062,2009-04-20 19:00:38,15.91879069,-19.1776123,0,0,0,1119,2
190,AG062,2009-04-20 19:00:48,15.91892802,-19.17753906,0,0,0,1151,2
191,AG062,2009-04-20 19:00:58,15.91891886,-19.17753906,0,0,0,1149,2
192,AG062,2009-04-20 19:20:38,15.91893819,-19.17755941,0,0,0,1153,2
193,AG062,2009-04-20 19:20:48,15.91878764,-19.17758993,0,0,0,1146,1
194,AG062,2009-04-20 19:20:58,15.91881409,-19.17758179,0,0,0,1149,1
195,AG062,2009-04-20 19:40:38,15.91875102,-19.17758789,0,0,0,1147,1
196,AG062,2009-04-20 19:40:48,15.91886393,-19.17757772,0,0,0,1138,2
197,AG062,2009-04-20 19:40:58,15.91886698,-19.17757365,0,0,0,1139,1
198,AG062,2009-04-20 20:01:04,15.91885681,-19.17758993,0,0,0,1136,1
199,AG062,2009-04-20 20:01:13,15.91890361,-19.17755737,0,0,0,1137,2
200,AG062,2009-04-20 20:01:23,15.91890361,-19.17755941,0,0,0,1138,2
201,AG062,2009-04-20 20:20:38,15.91889038,-19.17755941,0,0,0,1134,2
202,AG062,2009-04-20 20:20:48,15.91887207,-19.17756958,0,0,0,1141,3
203,AG062,2009-04-20 20:20:58,15.91887105,-19.17756958,0,0,0,1140,1
204,AG062,2009-04-20 20:40:38,15.91886393,-19.17756958,0,0,0,1140,1
205,AG062,2009-04-20 20:40:48,15.91890869,-19.17757772,0,0,0,1142,5
206,AG062,2009-04-20 20:40:58,15.91885783,-19.17757772,0,0,0,1135,5
207,AG062,2009-04-20 21:00:38,15.91881409,-19.17755127,0,0,0,1136,4
208,AG062,2009-04-20 21:00:48,15.91884054,-19.17755127,0,0,0,1137,3
209,AG062,2009-04-20 21:00:58,15.91884664,-19.17754517,0,0,0,1137,2
210,AG062,2009-04-20 21:20:38,15.91880798,-19.1775472,0,0,0,1137,2
211,AG062,2009-04-20 21:20:48,15.91890361,-19.17756348,0,0,0,1143,3
212,AG062,2009-04-20 21:20:58,15.91886902,-19.17755127,0,0,0,1142,2
213,AG062,2009-04-20 21:40:38,15.91895854,-19.17756144,0,0,0,1148,2
214,AG062,2009-04-20 21:40:48,15.91885173,-19.17759399,0,0,0,1129,3
215,AG062,2009-04-20 21:40:58,15.91887817,-19.17759399,0,0,0,1131,2
216,AG062,2009-04-20 22:00:38,15.91884257,-19.17759399,0,0,0,1128,2
217,AG062,2009-04-20 22:00:48,15.91882222,-19.17759399,0,0,0,1119,3
218,AG062,2009-04-20 22:00:58,15.91883647,-19.17759399,0,0,0,1122,3
219,AG062,2009-04-20 22:20:38,15.91875305,-19.17758993,0,0,0,1110,3
220,AG062,2009-04-20 22:20:48,15.91884257,-19.17758586,0,0,0,1133,6
221,AG062,2009-04-20 22:20:58,15.91881917,-19.17758789,0,0,0,1130,4
222,AG062,2009-04-20 22:40:38,15.91877645,-19.1775411,0,0,0,1129,3
223,AG062,2009-04-20 22:40:48,15.9187856,-19.17754517,0,0,0,1129,2
224,AG062,2009-04-20 22:40:58,15.91878967,-19.17754924,0,0,0,1129,2
225,AG062,2009-04-20 23:00:38,15.9187734,-19.1775411,0,0,0,1131,2
226,AG062,2009-04-20 23:00:48,15.918868,-19.17755127,0,0,0,1136,3
227,AG062,2009-04-20 23:00:58,15.91885681,-19.17756348,0,0,0,1135,3
228,AG062,2009-04-20 23:20:51,15.91886292,-19.1775533,0,0,0,1135,3
229,AG062,2009-04-20 23:21:01,15.91872864,-19.1775533,0,0,0,1122,6
230,AG062,2009-04-20 23:21:11,15.91869303,-19.1775472,0,0,0,1120,6
231,AG062,2009-04-20 23:40:45,15.91878357,-19.17756348,0,0,0,1131,4
232,AG062,2009-04-20 23:40:55,15.91878662,-19.17756551,0,0,0,1131,4
233,AG062,2009-04-20 23:41:05,15.91879985,-19.17755941,0,0,0,1129,3
234,AG062,2009-04-21 00:00:38,15.91880595,-19.17756755,0,0,0,1134,3
235,AG062,2009-04-21 00:00:48,15.91890157,-19.17752686,0,0,0,1145,3
236,AG062,2009-04-21 00:00:58,15.91890767,-19.17752686,0,0,0,1145,3
237,AG062,2009-04-21 00:20:38,15.91886902,-19.17752279,0,0,0,1141,3
238,AG062,2009-04-21 00:20:48,15.91873678,-19.1776001,0,0,0,1096,6
239,AG062,2009-04-21 00:20:59,15.91874186,-19.17760213,0,0,0,1097,6
240,AG062,2009-04-21 00:40:38,15.91882426,-19.17750448,0,0,0,1137,4
241,AG062,2009-04-21 00:40:48,15.91885885,-19.17750244,0,0,0,1138,2
242,AG062,2009-04-21 00:40:58,15.91888021,-19.17750448,0,0,0,1139,2
243,AG062,2009-04-21 01:00:38,15.91883036,-19.17750448,0,0,0,1137,2
244,AG062,2009-04-21 01:00:48,15.9188446,-19.17753296,0,0,0,1131,2
245,AG062,2009-04-21 01:00:58,15.91884359,-19.17752279,0,0,0,1133,2
246,AG062,2009-04-21 01:20:38,15.91884359,-19.17754517,0,0,0,1130,2
247,AG062,2009-04-21 01:20:48,15.91887105,-19.17759806,0,0,0,1123,4
248,AG062,2009-04-21 01:20:58,15.91887004,-19.17757365,0,0,0,1124,4
249,AG062,2009-04-21 01:41:15,15.91882731,-19.17754924,0,0,0,1123,3
250,AG062,2009-04-21 01:41:25,15.91887614,-19.1775533,0,0,0,1132,2
251,AG062,2009-04-21 01:41:35,15.91887004,-19.1775472,0,0,0,1130,2
252,AG062,2009-04-21 02:00:45,15.91880798,-19.17753703,0,0,0,1119,2
253,AG062,2009-04-21 02:00:55,15.91899109,-19.17760417,0,0,0,1150,7
254,AG062,2009-04-21 02:01:05,15.91893717,-19.17755534,0,0,0,1137,3
255,AG062,2009-04-21 02:20:38,15.91887207,-19.17761027,0,0,0,1136,2
256,AG062,2009-04-21 02:20:48,15.91887105,-19.17759806,0,0,0,1137,2
257,AG062,2009-04-21 02:20:58,15.91888529,-19.17759603,0,0,0,1136,2
258,AG062,2009-04-21 02:40:38,15.91887105,-19.17761027,0,0,0,1136,2
259,AG062,2009-04-21 02:40:48,15.91876322,-19.17754517,0,0,0,1115,5
260,AG062,2009-04-21 02:40:58,15.91880391,-19.17753906,0,0,0,1120,4
261,AG062,2009-04-21 03:00:38,15.91876933,-19.17754313,0,0,0,1110,4
262,AG062,2009-04-21 03:00:48,15.91889547,-19.17752686,0,0,0,1119,7
263,AG062,2009-04-21 03:00:58,15.9188619,-19.17753296,0,0,0,1117,7
264,AG062,2009-04-21 03:21:44,15.91900228,-19.17752889,0,0,0,1148,3
265,AG062,2009-04-21 03:21:54,15.91900431,-19.17753092,0,0,0,1147,3
266,AG062,2009-04-21 03:22:04,15.9190094,-19.17753703,0,0,0,1145,3
267,AG062,2009-04-21 03:40:38,15.91900431,-19.17753092,0,0,0,1145,3
268,AG062,2009-04-21 03:40:48,15.9188446,-19.17757772,0,0,0,1126,3
269,AG062,2009-04-21 03:40:58,15.91883036,-19.17758586,0,0,0,1123,3
270,AG062,2009-04-21 04:00:46,15.91884359,-19.17756551,0,0,0,1127,3
271,AG062,2009-04-21 04:00:55,15.91892598,-19.1775472,0,0,0,1160,4
272,AG062,2009-04-21 04:01:05,15.91887716,-19.17753906,0,0,0,1147,4
273,AG062,2009-04-21 04:20:38,15.91882833,-19.1775533,0,0,0,1137,3
274,AG062,2009-04-21 04:20:48,15.91882426,-19.17755534,0,0,0,1134,3
275,AG062,2009-04-21 04:20:58,15.91882222,-19.1775533,0,0,0,1129,4
276,AG062,2009-04-21 04:41:17,15.91884155,-19.1775472,0,0,0,1142,4
277,AG062,2009-04-21 04:41:27,15.91907552,-19.17743734,0,0,0,1090,5
278,AG062,2009-04-21 04:41:37,15.91908162,-19.1774353,0,0,0,1094,5
279,AG062,2009-04-21 05:00:51,15.91891785,-19.17757365,0,0,0,1117,3
280,AG062,2009-04-21 05:01:01,15.91893514,-19.17756348,0,0,0,1116,2
281,AG062,2009-04-21 05:01:11,15.91891886,-19.17755534,0,0,0,1118,2
282,AG062,2009-04-21 05:20:57,15.91890361,-19.17758382,0,0,0,1115,2
283,AG062,2009-04-21 05:21:07,15.91891988,-19.17753703,0,0,0,1133,2
284,AG062,2009-04-21 05:21:17,15.91887614,-19.17751058,0,0,0,1140,2
285,AG062,2009-04-21 05:40:57,15.91893209,-19.17754924,0,0,0,1129,2
286,AG062,2009-04-21 05:41:07,15.91888529,-19.17742716,0.5,269,0,1110,2
287,AG062,2009-04-21 05:41:17,15.91889547,-19.17740479,1,269,0,1103,2
288,AG062,2009-04-21 06:00:51,15.91879781,-19.17733765,0,0,0,1117,2
289,AG062,2009-04-21 06:01:01,15.91878662,-19.17743327,0,0,0,1124,3
290,AG062,2009-04-21 06:01:11,15.91877238,-19.17738241,0,0,0,1122,8
291,AG062,2009-04-21 06:20:49,15.91907756,-19.17752279,0,0,0,1160,7
292,AG062,2009-04-21 06:21:00,15.91899516,-19.17758789,0,0,46.9,1149,5
293,AG062,2009-04-21 06:21:10,15.91895955,-19.17758586,0,0,0,1143,2
294,AG062,2009-04-21 06:40:57,15.91906637,-19.17751058,0,0,0,1156,2
295,AG062,2009-04-21 06:41:07,15.91901754,-19.17758382,0,0,0,1150,3
296,AG062,2009-04-21 06:41:17,15.91893412,-19.17758382,0,0,0,1144,2
297,AG062,2009-04-21 07:00:38,15.91894735,-19.17758789,0,0,0,1146,2
298,AG062,2009-04-21 07:00:48,15.91893005,-19.17754924,4.2,162,0,1129,3
299,AG062,2009-04-21 07:00:58,15.91896362,-19.17757975,5,158,0,1126,3
300,AG062,2009-04-21 07:20:51,15.91894633,-19.17753906,0,0,0,1133,3
301,AG062,2009-04-21 07:21:01,15.91893717,-19.1775411,0,0,0,1132,3
302,AG062,2009-04-21 07:21:11,15.91893717,-19.17753906,0,0,0,1132,3
303,AG062,2009-04-21 07:40:51,15.91893209,-19.17754517,0,0,0,1135,3
304,AG062,2009-04-21 07:41:01,15.91887919,-19.17753906,0,0,0,1133,3
305,AG062,2009-04-21 07:41:11,15.91887919,-19.17752482,0,0,0,1134,3
306,AG062,2009-04-21 08:01:15,15.91891276,-19.17750041,0,0,0,1141,3
307,AG062,2009-04-21 08:01:24,15.91886393,-19.17752075,0,0,0,1155,4
308,AG062,2009-04-21 08:01:34,15.91889242,-19.17753703,0,0,0,1153,4
309,AG062,2009-04-21 08:20:56,15.9188741,-19.17750854,0,0,0,1154,4
310,AG062,2009-04-21 08:21:06,15.91904093,-19.17749837,0,0,0,1158,6
311,AG062,2009-04-21 08:21:16,15.91899516,-19.1775533,0,0,0,1156,3
312,AG062,2009-04-21 08:41:20,15.91894938,-19.17753906,0,0,0,1139,2
313,AG062,2009-04-21 08:41:30,15.91894226,-19.17753499,0,0,0,1142,2
314,AG062,2009-04-21 08:41:40,15.91897278,-19.17750041,0,0,0,1145,1
315,AG062,2009-04-21 09:00:45,15.91894023,-19.17753906,0,0,0,1138,1
316,AG062,2009-04-21 09:00:55,15.91885376,-19.17752686,0,0,0,1144,2
317,AG062,2009-04-21 09:01:05,15.918809,-19.17753499,0,0,0,1144,2
318,AG062,2009-04-21 09:20:51,15.91888631,-19.1775411,0,0,0,1134,2
319,AG062,2009-04-21 09:21:01,15.9189504,-19.17752686,0,0,0,1138,4
320,AG062,2009-04-21 09:21:11,15.91890971,-19.17753499,0,0,0,1138,3
321,AG062,2009-04-21 09:40:51,15.918986,-19.17749634,0,0,0,1159,2
322,AG062,2009-04-21 09:41:01,15.91898702,-19.1774943,0,0,0,1162,2
323,AG062,2009-04-21 09:41:11,15.91902262,-19.17750854,0,0,0,1168,2
324,AG062,2009-04-21 10:00:38,15.91898499,-19.17750448,0,0,0,1159,2
325,AG062,2009-04-21 10:00:48,15.9187144,-19.17756958,0,0,0,1131,6
326,AG062,2009-04-21 10:00:58,15.91876526,-19.17757365,0,0,0,1139,2
327,AG062,2009-04-21 10:20:51,15.91872253,-19.17756958,0,0,0,1126,2
328,AG062,2009-04-21 10:21:01,15.91875305,-19.17760824,0,0,0,1129,3
329,AG062,2009-04-21 10:21:11,15.91880188,-19.17759603,0,0,0,1130,2
330,AG062,2009-04-21 10:40:51,15.91872762,-19.17762044,0,0,0,1136,2
331,AG062,2009-04-21 10:41:01,15.91878255,-19.17774862,0,0,0,1110,5
332,AG062,2009-04-21 10:41:11,15.91879883,-19.17770386,0,0,0,1114,5
333,AG062,2009-04-21 11:00:38,15.91880493,-19.177771,0,0,0,1108,5
334,AG062,2009-04-21 11:00:49,15.9187439,-19.17762044,0,0,0,1119,5
335,AG062,2009-04-21 11:00:58,15.91870626,-19.17762044,0,0,0,1117,5
336,AG062,2009-04-21 11:21:15,15.91890666,-19.17753092,0,0,0,1141,2
337,AG062,2009-04-21 11:21:24,15.91889954,-19.17752482,0,0,0,1140,1
338,AG062,2009-04-21 11:21:34,15.91888936,-19.17752889,0,0,0,1138,1
339,AG062,2009-04-21 11:40:51,15.91889954,-19.17752686,0,0,0,1143,1
340,AG062,2009-04-21 11:41:01,15.91896057,-19.17749227,0,0,0,1144,2
341,AG062,2009-04-21 11:41:11,15.91896973,-19.17749227,0,0,0,1148,1
342,AG062,2009-04-21 12:00:38,15.91896667,-19.17748413,0,0,0,1144,1
343,AG062,2009-04-21 12:00:48,15.91897583,-19.1774821,0,0,0,1156,6
344,AG062,2009-04-21 12:00:58,15.91892192,-19.17752075,0,0,0,1143,2
345,AG062,2009-04-21 12:20:39,15.91899923,-19.17747803,0,0,0,1159,2
346,AG062,2009-04-21 12:20:50,15.91884155,-19.17751261,0,0,0,1135,7
347,AG062,2009-04-21 12:21:00,15.91883036,-19.17751058,0,0,0,1135,3
348,AG062,2009-04-21 12:40:45,15.91885783,-19.17751058,0,0,0,1134,3
349,AG062,2009-04-21 12:40:55,15.91871745,-19.17758789,0,0,0,1062,7
350,AG062,2009-04-21 12:41:05,15.91872152,-19.17759196,0,0,0,1055,7
351,AG062,2009-04-21 13:00:51,15.91871948,-19.17755941,0,0,0,1089,4
352,AG062,2009-04-21 13:01:01,15.91872762,-19.1775472,0,0,0,1092,4
353,AG062,2009-04-21 13:01:11,15.91879272,-19.17753906,0,0,0,1108,4
354,AG062,2009-04-21 13:20:39,15.91887817,-19.17752075,0,0,0,1128,3
355,AG062,2009-04-21 13:20:49,15.91888529,-19.17751465,0,0,0,1131,3
356,AG062,2009-04-21 13:20:59,15.91891073,-19.17751261,0,0,0,1136,3
357,AG062,2009-04-21 13:41:50,15.91888428,-19.17751058,0,0,0,1130,3
358,AG062,2009-04-21 13:42:00,15.91894633,-19.17746989,0,0,31.7,1143,3
359,AG062,2009-04-21 13:42:10,15.91895142,-19.17746379,0,0,0,1143,3
360,AG062,2009-04-21 14:00:38,15.9188029,-19.17757568,0,0,0,1121,2
361,AG062,2009-04-21 14:00:48,15.91880798,-19.17757772,0,0,0,1121,2
362,AG062,2009-04-21 14:00:58,15.91882426,-19.17756755,0,0,0,1123,2
363,AG062,2009-04-21 14:20:45,15.91880391,-19.17757365,0,0,0,1121,2
364,AG062,2009-04-21 14:20:55,15.91881612,-19.17766113,0,0,0,1144,2
365,AG062,2009-04-21 14:21:05,15.91889547,-19.17766927,0,0,0,1139,2
366,AG062,2009-04-21 14:40:45,15.91890259,-19.1775533,0,0,0,1119,2
367,AG062,2009-04-21 14:40:55,15.9188975,-19.1775533,0,0,0,1117,2
368,AG062,2009-04-21 14:41:05,15.91886902,-19.17756144,0,0,0,1112,2
369,AG062,2009-04-21 15:01:22,15.91894633,-19.17755534,0,0,0,1123,2
370,AG062,2009-04-21 15:01:32,15.91873271,-19.17760417,0,0,0,1131,3
371,AG062,2009-04-21 15:01:42,15.91873576,-19.17758993,0,0,0,1120,3
372,AG062,2009-04-21 15:21:20,15.91871033,-19.17762451,0,0,0,1137,2
373,AG062,2009-04-21 15:21:30,15.91897176,-19.17757568,0,0,0,1113,1
374,AG062,2009-04-21 15:21:40,15.91897176,-19.17757365,0,0,0,1116,1
375,AG062,2009-04-21 15:40:50,15.91896973,-19.17757365,0,0,0,1101,1
376,AG062,2009-04-21 15:41:00,15.91891174,-19.17751668,0,0,0,1166,1
377,AG062,2009-04-21 15:41:10,15.91890971,-19.17752889,0,0,0,1159,1
378,AG062,2009-04-21 16:00:39,15.91890767,-19.17751261,0,0,0,1151,1
379,AG062,2009-04-21 16:00:49,15.91886698,-19.17753296,0,0,0,1141,3
380,AG062,2009-04-21 16:00:59,15.91888631,-19.17753092,0,0,0,1144,3
381,AG062,2009-04-21 16:20:45,15.918868,-19.17752279,0,0,0,1143,4
382,AG062,2009-04-21 16:20:55,15.91893819,-19.17752686,0,0,0,1146,2
383,AG062,2009-04-21 16:21:05,15.91893717,-19.17751465,0,0,0,1149,2
384,AG062,2009-04-21 16:40:38,15.91897278,-19.17764486,0,0,0,1134,2
385,AG062,2009-04-21 16:40:48,15.91896159,-19.17752889,0,0,0,1130,3
386,AG062,2009-04-21 16:40:58,15.91895142,-19.17752482,0,0,0,1132,3
387,AG062,2009-04-21 17:00:51,15.9189565,-19.17752279,0,0,0,1134,3
388,AG062,2009-04-21 17:01:01,15.91878967,-19.17752889,0,0,0,1155,4
389,AG062,2009-04-21 17:01:11,15.91888631,-19.17755127,0,0,0,1145,4
390,AG062,2009-04-21 17:21:14,15.91877645,-19.17754313,0,0,0,1153,4
391,AG062,2009-04-21 17:21:24,15.91898702,-19.17764282,0,0,0,1159,6
392,AG062,2009-04-21 17:21:34,15.9188741,-19.17760213,0,0,0,1130,6
393,AG062,2009-04-21 17:41:22,15.91921387,-19.17768148,0,0,0,1214,6
394,AG062,2009-04-21 17:41:32,15.91863708,-19.17745158,0,0,0,1118,6
395,AG062,2009-04-21 17:41:42,15.9186615,-19.1774821,0,0,0,1114,5
396,AG062,2009-04-21 18:01:03,15.91854858,-19.17745972,0,0,0,1096,1
397,AG062,2009-04-21 18:01:13,15.91885681,-19.17755941,0,0,0,1126,2
398,AG062,2009-04-21 18:01:23,15.91888835,-19.17753296,0,0,0,1140,1
399,AG062,2009-04-21 18:20:57,15.91886393,-19.17755737,0,0,0,1126,1
400,AG062,2009-04-21 18:21:08,15.91878255,-19.1775533,0,0,0,1119,1
401,AG062,2009-04-21 18:21:18,15.91873271,-19.17755534,0,0,0,1117,1
402,AG062,2009-04-21 18:40:45,15.91879272,-19.17754924,0,0,0,1122,1
403,AG062,2009-04-21 18:40:55,15.91897786,-19.17743734,0,0,0,1164,4
404,AG062,2009-04-21 18:41:05,15.91890767,-19.17746379,0,0,0,1150,2
405,AG062,2009-04-21 19:00:45,15.91899821,-19.17743123,0,0,0,1165,2
406,AG062,2009-04-21 19:00:54,15.91882121,-19.17749023,0,0,0,1131,2
407,AG062,2009-04-21 19:01:04,15.91881409,-19.17749227,0,0,0,1145,1
408,AG062,2009-04-21 19:20:38,15.91889242,-19.17745768,0,0,0,1139,1
409,AG062,2009-04-21 19:20:48,15.91895549,-19.17750651,0,0,0,1177,1
410,AG062,2009-04-21 19:20:58,15.91894836,-19.17751058,0,0,0,1175,1
411,AG062,2009-04-21 19:40:38,15.91896871,-19.17750041,0,0,0,1179,1
412,AG062,2009-04-21 19:40:48,15.91893107,-19.17748617,0,0,0,1156,1
413,AG062,2009-04-21 19:40:58,15.91893107,-19.1774821,0,0,0,1156,1
414,AG062,2009-04-21 20:00:38,15.91892904,-19.17748006,0,0,0,1157,1
415,AG062,2009-04-21 20:00:48,15.91889852,-19.17753499,0,0,0,1142,2
416,AG062,2009-04-21 20:00:58,15.91891988,-19.17753092,0,0,0,1144,1
417,AG062,2009-04-21 20:20:46,15.91891479,-19.17752686,0,0,0,1148,1
418,AG062,2009-04-21 20:20:55,15.91897481,-19.17753092,0,0,0,1146,3
419,AG062,2009-04-21 20:21:05,15.91895243,-19.17753906,0,0,0,1145,3
420,AG062,2009-04-21 20:40:38,15.9192627,-19.17740885,0,0,0,1192,3
421,AG062,2009-04-21 20:40:48,15.91892395,-19.17749837,0,0,0,1156,6
422,AG062,2009-04-21 20:40:58,15.91884766,-19.17748006,0,0,0,1146,6
423,AG062,2009-04-21 21:00:38,15.91867879,-19.17752075,0,0,0,1122,5
424,AG062,2009-04-21 21:00:48,15.91869507,-19.17751465,0,0,0,1124,5
425,AG062,2009-04-21 21:00:58,15.91872559,-19.17753092,0,0,0,1127,2
426,AG062,2009-04-21 21:20:50,15.91893616,-19.17752075,0,0,0,1149,1
427,AG062,2009-04-21 21:21:00,15.91892802,-19.17752482,0,0,0,1148,1
428,AG062,2009-04-21 21:21:10,15.91890767,-19.17752482,0,0,0,1150,1
429,AG062,2009-04-21 21:40:38,15.91893717,-19.17751872,0,0,0,1150,1
430,AG062,2009-04-21 21:40:48,15.91888123,-19.17758993,0,0,0,1122,1
431,AG062,2009-04-21 21:40:58,15.91888733,-19.17756551,0,0,0,1130,1
432,AG062,2009-04-21 22:00:38,15.91883952,-19.17755737,0,0,0,1125,1
433,AG062,2009-04-21 22:00:48,15.91889343,-19.1775533,0,0,0,1145,2
434,AG062,2009-04-21 22:00:58,15.91892395,-19.17755941,0,0,0,1149,2
435,AG062,2009-04-21 22:20:39,15.91884969,-19.17755737,0,0,0,1138,1
436,AG062,2009-04-21 22:20:49,15.91887716,-19.17755941,0,0,0,1138,1
437,AG062,2009-04-21 22:20:59,15.91889343,-19.17756348,0,0,0,1137,1
438,AG062,2009-04-21 22:40:38,15.91884562,-19.17755534,0,0,0,1138,1
439,AG062,2009-04-21 22:40:48,15.91903585,-19.17754924,0,0,0,1134,1
440,AG062,2009-04-21 22:40:58,15.91903788,-19.17755737,0,0,0,1133,1
441,AG062,2009-04-21 23:00:38,15.91902466,-19.17753296,0,0,0,1135,1
442,AG062,2009-04-21 23:00:48,15.91896362,-19.17754313,0,0,0,1137,2
443,AG062,2009-04-21 23:00:58,15.9189443,-19.17757161,0,0,0,1133,1
453,AG062,2009-04-22 00:20:38,15.91877747,-19.17757161,0,0,0,1125,3
454,AG062,2009-04-22 00:20:49,15.91879171,-19.17758382,0,0,0,1121,3
455,AG062,2009-04-22 00:20:59,15.91875509,-19.1775472,0,0,0,1129,3
456,AG062,2009-04-22 00:40:38,15.91871745,-19.17756958,0,0,0,1116,3
457,AG062,2009-04-22 00:40:48,15.91877136,-19.17753906,0,0,0,1132,3
458,AG062,2009-04-22 00:40:58,15.91876119,-19.17753703,0,0,0,1132,3
459,AG062,2009-04-22 01:00:38,15.91880391,-19.17754313,0,0,0,1131,3
460,AG062,2009-04-22 01:00:48,15.91885986,-19.1775533,0,0,0,1139,4
461,AG062,2009-04-22 01:00:58,15.91887512,-19.1775411,0,0,0,1141,3
462,AG062,2009-04-22 01:20:44,15.91882324,-19.17756348,0,0,0,1136,3
462,AG062,2009-04-22 01:20:54,15.91879476,-19.17752889,0,0,0,1140,3
463,AG062,2009-04-22 01:21:04,15.91883952,-19.17757568,0,0,0,1144,2
464,AG062,2009-04-22 01:41:15,15.91878764,-19.17752889,0,0,0,1131,2
465,AG062,2009-04-22 01:41:24,15.91890055,-19.17763062,0,0,0,1145,2
466,AG062,2009-04-22 01:41:34,15.91890259,-19.17761434,0,0,0,1146,2
467,AG062,2009-04-22 02:00:45,15.91893616,-19.17764893,0,0,0,1150,2
468,AG062,2009-04-22 02:00:55,15.918868,-19.17756755,13.5,145,0,1127,2
469,AG062,2009-04-22 02:01:05,15.91883952,-19.17758993,0,0,0,1129,2
470,AG062,2009-04-22 02:20:38,15.91880697,-19.17750448,0,0,0,1133,2
